annee,mois,jour,temperature,humidite,precipitations,vent,pression,indice_uv,score
2024,fevrier,3,nan,73.0,nan,24.3,1013.9,3.4,0
2024,fevrier,4,8.5,69.3,4.2,nan,1014.6,4.3,0
2024,fevrier,5,12.9,67.5,3.0,18.7,1015.1,0.5,68
2024,fevrier,6,14.2,nan,nan,18.5,1014.5,3.0,0
2024,fevrier,7,6.9,72.7,8.7,21.3,1014.8,3.1,51
2024,fevrier,8,13.1,74.9,5.4,17.9,1019.9,nan,0
2024,fevrier,9,11.6,64.4,0.0,16.9,1014.8,4.7,75
2024,fevrier,10,13.5,68.2,2.6,14.5,nan,3.4,68
2024,fevrier,11,10.7,71.0,4.1,22.0,1015.7,4.0,61
2024,fevrier,12,13.6,68.5,3.2,nan,nan,3.8,0
2024,fevrier,13,15.5,80.6,nan,22.9,1018.2,3.7,0
2024,fevrier,14,12.4,77.1,4.7,23.3,1016.9,3.1,61
2024,fevrier,15,13.0,71.6,2.2,17.5,1011.8,4.5,61
2024,fevrier,16,14.1,74.8,nan,17.1,nan,2.4,0
2024,fevrier,17,9.7,71.1,5.1,20.2,1013.9,nan,0
2024,fevrier,18,10.2,73.3,3.3,9.1,1018.2,4.5,61
2024,fevrier,19,13.0,nan,8.0,18.8,1016.9,2.5,0
2024,fevrier,20,10.3,81.0,8.1,22.4,1015.3,4.2,56
2024,fevrier,21,16.9,72.1,nan,17.5,1021.2,4.3,0
2024,fevrier,22,14.8,67.9,4.8,22.3,1017.1,2.6,68
2024,fevrier,23,18.6,62.4,5.7,12.6,1019.6,2.7,78
2024,fevrier,24,13.8,69.2,3.3,17.9,nan,3.0,68
2024,fevrier,25,7.2,72.8,1.4,nan,1012.3,3.2,0
2024,fevrier,26,17.4,77.1,nan,19.2,1016.6,2.9,0
2024,fevrier,27,13.5,nan,3.0,13.0,nan,1.2,0
2024,fevrier,28,nan,70.4,3.8,18.6,1018.0,3.6,0
2024,fevrier,29,19.8,77.1,3.2,10.6,1014.3,2.0,71
2024,mars,1,17.9,58.7,5.3,nan,1012.7,3.1,0
2024,mars,2,13.1,nan,4.6,15.0,1016.2,nan,0
2024,mars,3,16.9,61.4,0.0,16.6,1014.6,4.6,75
2024,mars,4,14.3,73.1,2.3,12.8,1011.8,5.0,61
2024,mars,5,16.9,68.6,1.2,18.0,nan,4.3,75
2024,mars,6,17.2,70.4,2.6,17.0,1018.3,4.6,61
2024,mars,7,20.1,nan,4.3,19.7,1012.5,nan,0
2024,mars,8,nan,69.1,5.4,20.7,1016.0,4.5,0
2024,mars,9,15.6,63.3,nan,21.6,1017.7,5.2,0
2024,mars,10,12.9,66.8,4.2,17.3,1019.2,4.7,68
2024,mars,11,11.5,68.9,0.0,18.9,1017.0,5.0,75
2024,mars,12,19.7,nan,4.5,12.4,1021.2,3.5,0
2024,mars,13,10.3,75.5,2.5,20.3,1016.4,4.3,61
2024,mars,14,16.1,63.3,3.5,15.0,1017.5,2.7,68
2024,mars,15,15.6,61.5,5.4,20.1,1012.7,5.0,68
2024,mars,16,nan,63.8,4.6,22.0,nan,3.5,0
2024,mars,17,17.4,68.1,4.1,19.4,nan,nan,0
2024,mars,18,19.1,nan,0.0,14.7,1011.5,4.2,0
2024,mars,19,17.1,67.7,1.5,14.4,nan,6.0,68
2024,mars,20,14.3,71.5,3.5,nan,1015.5,4.0,0
2024,mars,21,8.6,71.0,4.4,nan,1015.4,1.7,0
2024,mars,22,16.1,74.8,5.0,21.1,1015.7,5.1,54
2024,mars,23,16.3,65.0,0.9,13.0,1015.1,4.4,75
2024,mars,24,8.0,66.9,2.5,20.4,1016.9,4.5,58
2024,mars,25,nan,73.1,3.9,nan,1012.7,4.2,0
2024,mars,26,18.0,71.2,2.4,11.3,1017.4,4.6,71
2024,mars,27,nan,67.6,4.4,14.1,1013.0,2.9,0
2024,mars,28,14.6,61.3,nan,19.4,nan,3.6,0
2024,mars,29,nan,75.7,3.7,12.4,1017.4,3.8,0
2024,mars,30,nan,60.3,1.9,18.8,1013.6,3.9,0
2024,mars,31,nan,68.2,1.6,11.8,1016.6,3.9,0
2024,avril,1,14.0,nan,5.4,16.2,nan,5.3,0
2024,avril,2,15.6,64.5,2.5,17.3,nan,4.9,68
2024,avril,3,17.9,60.7,8.4,25.7,1014.4,3.2,68
2024,avril,4,17.8,nan,1.6,7.2,1014.6,4.8,0
2024,avril,5,nan,67.7,4.0,12.0,1018.5,5.2,0
2024,avril,6,nan,64.5,2.2,7.7,1015.3,6.0,0
2024,avril,7,17.6,75.1,6.4,25.5,1017.6,3.3,61
2024,avril,8,18.9,nan,4.4,nan,nan,5.2,0
2024,avril,9,26.3,59.6,3.2,21.4,1016.4,4.5,78
2024,avril,10,18.9,72.1,6.6,21.6,1016.3,4.1,71
2024,avril,11,20.6,64.2,3.6,19.4,1015.8,6.7,71
2024,avril,12,17.9,59.0,2.3,13.9,1012.8,6.1,61
2024,avril,13,19.6,59.1,3.2,11.3,1015.3,6.2,71
2024,avril,14,18.0,68.4,4.7,nan,1015.6,5.1,0
2024,avril,15,24.1,67.5,0.2,21.1,1011.1,5.1,78
2024,avril,16,20.5,57.6,0.0,13.4,1015.8,4.6,85
2024,avril,17,15.9,56.9,5.5,18.0,1017.0,4.1,68
2024,avril,18,19.4,62.5,1.9,20.4,nan,3.3,85
2024,avril,19,18.7,59.0,0.0,15.2,1014.3,5.3,78
2024,avril,20,18.8,60.9,3.0,nan,1013.8,nan,0
2024,avril,21,13.6,nan,2.7,13.9,1011.9,5.2,0
2024,avril,22,19.7,70.5,3.0,18.4,1017.8,3.7,71
2024,avril,23,13.4,63.2,nan,12.9,1016.3,5.1,0
2024,avril,24,13.9,70.7,4.1,9.5,1013.5,nan,0
2024,avril,25,15.6,70.4,2.3,11.9,1018.7,6.4,54
2024,avril,26,19.3,64.3,2.2,10.2,1011.6,4.6,78
2024,avril,27,18.8,60.1,4.7,12.3,1016.3,4.6,78
2024,avril,28,21.6,64.7,nan,11.4,1013.8,3.8,0
2024,avril,29,18.7,52.5,0.8,15.5,1014.3,4.0,85
2024,avril,30,13.6,65.7,1.3,16.9,1019.3,6.1,68
2024,mai,1,21.9,49.7,3.8,19.3,1015.1,7.2,65
2024,mai,2,29.7,nan,3.1,11.2,1011.5,7.3,0
2024,mai,3,24.9,58.0,2.4,14.6,1007.2,7.6,65
2024,mai,4,19.9,44.4,3.3,14.1,1013.1,6.9,71
2024,mai,5,26.1,60.9,5.5,12.5,1018.4,6.4,71
2024,mai,6,30.7,66.9,0.0,10.3,1018.8,6.1,68
2024,mai,7,17.3,57.7,5.3,15.3,1017.3,6.4,61
2024,mai,8,21.0,69.5,1.7,17.6,1012.7,nan,0
2024,mai,9,20.0,nan,1.2,14.0,1015.7,5.7,0
2024,mai,10,24.2,54.0,5.4,nan,1017.8,5.8,0
2024,mai,11,14.9,59.8,1.0,21.3,1012.6,6.8,68
2024,mai,12,22.4,61.6,0.3,12.4,1009.1,8.5,72
2024,mai,13,nan,61.7,0.0,6.0,nan,7.3,0
2024,mai,14,21.1,57.9,1.0,nan,1015.7,8.3,0
2024,mai,15,19.1,59.6,nan,19.7,1009.0,5.3,0
2024,mai,16,22.7,52.1,0.0,18.8,1013.9,8.1,72
2024,mai,17,28.6,nan,1.1,15.4,1015.6,6.3,0
2024,mai,18,20.2,nan,3.4,nan,1009.0,6.3,0
2024,mai,19,24.3,57.1,1.3,22.1,1015.8,7.2,72
2024,mai,20,20.6,53.0,0.0,19.8,nan,7.7,72
2024,mai,21,24.1,nan,nan,10.8,1015.6,7.2,0
2024,mai,22,19.5,49.4,1.2,13.7,1015.9,7.6,72
2024,mai,23,nan,61.4,0.3,12.2,1014.0,6.5,0
2024,mai,24,23.2,nan,4.9,11.2,1012.2,6.5,0
2024,mai,25,23.0,61.0,0.0,20.0,1013.4,8.0,72
2024,mai,26,20.6,61.8,4.8,13.8,1008.8,6.4,71
2024,mai,27,23.9,58.7,nan,12.3,1009.5,7.5,0
2024,mai,28,24.4,65.4,4.2,15.9,1012.7,6.4,71
2024,mai,29,nan,58.2,0.0,14.9,1013.5,7.4,0
2024,mai,30,22.2,60.3,0.6,19.9,1013.5,5.8,78
2024,mai,31,nan,50.0,1.7,16.1,1020.6,7.4,0
2024,juin,1,27.5,54.1,0.8,10.3,nan,10.3,72
2024,juin,2,26.9,46.2,0.0,13.7,nan,8.0,72
2024,juin,3,27.9,51.5,0.9,nan,1012.6,8.7,0
2024,juin,4,nan,42.6,2.5,13.5,1014.6,7.8,0
2024,juin,5,28.1,52.3,0.0,17.2,nan,nan,0
2024,juin,6,25.3,52.7,4.2,27.5,nan,nan,0
2024,juin,7,26.5,54.2,0.0,18.0,nan,10.7,72
2024,juin,8,26.2,52.3,4.7,3.4,1011.9,7.9,65
2024,juin,9,23.7,57.1,5.5,19.0,1014.2,8.7,65
2024,juin,10,24.4,49.0,0.0,8.3,1008.9,8.7,72
2024,juin,11,26.6,51.9,nan,8.8,1016.7,8.5,0
2024,juin,12,26.4,nan,2.7,11.9,1009.8,8.2,0
2024,juin,13,22.8,55.2,1.2,15.6,1013.6,9.2,72
2024,juin,14,24.3,56.5,0.0,14.3,1013.5,7.8,72
2024,juin,15,nan,56.2,0.0,11.2,1016.6,8.1,0
2024,juin,16,28.1,57.2,0.0,9.2,1019.7,nan,0
2024,juin,17,25.1,47.4,nan,20.5,nan,9.0,0
2024,juin,18,26.3,51.5,3.4,13.5,1014.0,9.5,65
2024,juin,19,25.3,58.8,3.7,15.6,nan,8.1,65
2024,juin,20,24.2,46.6,2.6,12.5,1010.5,nan,0
2024,juin,21,26.0,50.8,3.4,7.8,1013.2,9.1,65
2024,juin,22,29.4,44.6,0.4,nan,1013.1,8.4,0
2024,juin,23,31.0,52.3,2.3,11.5,1012.0,nan,0
2024,juin,24,nan,50.3,0.0,13.2,1019.1,11.0,0
2024,juin,25,19.8,55.9,1.6,8.8,1008.6,nan,0
2024,juin,26,23.6,51.3,nan,18.2,1013.7,8.8,0
2024,juin,27,22.5,48.8,3.5,12.3,1012.5,8.3,65
2024,juin,28,31.2,55.6,1.1,14.4,1010.1,8.6,62
2024,juin,29,26.7,59.0,0.5,nan,1017.3,8.5,0
2024,juin,30,23.9,56.2,1.8,14.3,1010.1,6.9,78
2024,juillet,1,29.7,42.0,3.6,nan,1017.9,11.0,0
2024,juillet,2,34.5,49.1,3.3,10.9,1013.5,10.6,45
2024,juillet,3,30.7,44.5,0.0,4.3,1012.5,10.2,62
2024,juillet,4,29.2,38.2,1.2,13.4,1013.9,7.9,55
2024,juillet,5,27.1,52.6,0.3,14.2,1005.9,9.7,72
2024,juillet,6,28.9,45.8,1.8,13.7,1017.6,10.9,62
2024,juillet,7,33.1,40.8,0.2,17.6,1011.2,9.6,52
2024,juillet,8,31.5,48.8,2.3,13.8,1014.8,9.4,55
2024,juillet,9,33.2,38.6,0.0,nan,1012.6,10.8,0
2024,juillet,10,36.5,nan,0.0,20.3,1014.5,10.6,0
2024,juillet,11,31.8,40.3,1.3,11.0,1012.4,8.8,62
2024,juillet,12,30.9,40.3,nan,18.6,nan,10.6,0
2024,juillet,13,33.9,nan,3.1,5.5,1016.9,8.6,0
2024,juillet,14,34.0,42.2,2.3,9.1,1015.8,10.5,45
2024,juillet,15,nan,44.0,2.2,11.7,1008.3,9.3,0
2024,juillet,16,29.1,42.2,0.1,8.4,1013.4,10.1,62
2024,juillet,17,nan,nan,0.0,14.1,1009.0,8.1,0
2024,juillet,18,30.4,43.5,nan,15.4,nan,10.4,0
2024,juillet,19,nan,47.7,1.0,12.1,1008.0,8.8,0
2024,juillet,20,31.2,41.7,2.1,9.8,1012.8,8.7,55
2024,juillet,21,32.0,44.5,0.0,9.9,nan,nan,0
2024,juillet,22,24.7,45.2,0.0,8.4,nan,9.4,72
2024,juillet,23,36.7,32.5,nan,nan,1012.7,nan,0
2024,juillet,24,20.0,45.7,nan,nan,1008.0,9.1,0
2024,juillet,25,30.0,50.1,3.8,8.1,1009.7,8.0,55
2024,juillet,26,34.1,43.3,0.2,10.8,1016.9,nan,0
2024,juillet,27,33.3,nan,0.0,12.5,1014.0,11.0,0
2024,juillet,28,34.2,52.2,nan,19.4,1011.3,9.8,0
2024,juillet,29,33.8,45.3,0.0,15.9,1011.1,8.7,52
2024,juillet,30,nan,43.9,2.7,16.1,1009.2,9.0,0
2024,juillet,31,29.8,45.5,3.7,12.7,1007.0,9.9,55
2024,aout,1,34.2,42.0,4.0,10.0,1007.7,11.0,45
2024,aout,2,nan,44.9,0.0,12.2,nan,11.0,0
2024,aout,3,28.0,50.7,1.5,14.2,nan,10.5,72
2024,aout,4,34.0,45.2,0.2,12.8,1007.9,11.0,52
2024,aout,5,30.9,41.1,nan,8.4,1011.3,10.2,0
2024,aout,6,39.2,48.5,0.0,19.2,1014.0,10.8,52
2024,aout,7,30.4,53.9,0.0,19.4,1014.2,11.0,62
2024,aout,8,26.4,37.4,1.5,6.5,1011.4,10.3,65
2024,aout,9,nan,46.9,nan,nan,1016.1,9.6,0
2024,aout,10,33.7,nan,1.8,13.9,1013.9,9.8,0
2024,aout,11,29.8,47.3,1.1,14.4,1009.3,9.5,62
2024,aout,12,31.3,40.9,nan,10.6,1011.1,11.0,0
2024,aout,13,28.3,nan,1.4,14.7,nan,11.0,0
2024,aout,14,32.4,44.0,0.5,15.7,1009.9,10.1,52
2024,aout,15,28.9,50.0,1.4,16.5,1009.7,8.2,62
2024,aout,16,30.9,45.4,0.0,8.0,1011.4,9.0,62
2024,aout,17,nan,47.8,0.0,14.4,nan,10.9,0
2024,aout,18,33.7,nan,2.6,11.2,1011.4,nan,0
2024,aout,19,34.1,44.4,0.0,10.4,1012.1,10.2,52
2024,aout,20,27.7,53.5,0.0,15.5,nan,9.6,72
2024,aout,21,32.0,43.0,3.7,14.0,nan,11.0,55
2024,aout,22,28.4,nan,2.2,11.6,1015.9,8.4,0
2024,aout,23,31.7,46.4,0.0,12.1,1004.2,nan,0
2024,aout,24,31.2,49.6,3.1,21.9,1004.9,11.0,55
2024,aout,25,26.6,43.8,0.0,13.7,nan,11.0,72
2024,aout,26,33.7,46.9,0.0,13.7,1014.4,9.9,52
2024,aout,27,32.5,57.5,1.2,12.5,1011.7,9.7,52
2024,aout,28,31.3,41.9,0.9,20.4,1011.7,11.0,62
2024,aout,29,31.9,50.9,0.2,nan,1016.8,9.7,0
2024,aout,30,29.8,43.1,0.0,nan,1009.8,10.2,0
2024,aout,31,nan,nan,0.0,12.1,1012.4,10.3,0
2024,septembre,1,27.2,51.6,2.9,6.7,1013.3,7.1,65
2024,septembre,2,nan,nan,4.0,13.2,nan,9.4,0
2024,septembre,3,nan,52.7,0.0,14.1,1016.7,nan,0
2024,septembre,4,29.0,53.7,4.0,15.0,1010.0,7.7,55
2024,septembre,5,23.8,55.0,2.1,15.3,1015.5,9.3,65
2024,septembre,6,24.5,53.5,6.5,10.7,1012.3,7.7,65
2024,septembre,7,21.4,58.1,5.3,14.2,1012.2,7.8,65
2024,septembre,8,28.2,56.4,0.1,10.6,1013.3,8.8,62
2024,septembre,9,32.9,nan,1.3,11.2,nan,8.3,0
2024,septembre,10,21.3,49.1,0.4,19.5,1011.6,6.7,78
2024,septembre,11,26.1,nan,4.6,12.5,1011.4,6.6,0
2024,septembre,12,22.3,52.7,2.3,9.6,1014.4,7.5,65
2024,septembre,13,31.2,nan,6.7,nan,1009.9,6.7,0
2024,septembre,14,24.0,50.0,0.0,9.1,1021.6,9.2,72
2024,septembre,15,25.6,58.4,4.2,nan,1013.7,7.8,0
2024,septembre,16,nan,59.8,2.7,nan,1013.2,nan,0
2024,septembre,17,30.4,54.2,2.3,11.9,nan,7.5,55
2024,septembre,18,32.9,55.3,3.1,18.9,1013.9,8.7,45
2024,septembre,19,nan,57.6,0.0,9.3,nan,8.3,0
2024,septembre,20,22.8,nan,2.5,13.3,1013.0,nan,0
2024,septembre,21,31.8,nan,0.7,11.6,1014.8,7.2,0
2024,septembre,22,nan,51.4,0.0,16.3,1014.0,8.3,0
2024,septembre,23,27.7,52.7,nan,11.6,1011.9,10.1,0
2024,septembre,24,21.4,55.6,1.1,nan,1016.8,6.7,0
2024,septembre,25,27.3,50.5,0.8,19.9,1015.7,7.5,72
2024,septembre,26,24.0,48.9,2.3,7.9,1012.1,8.0,65
2024,septembre,27,nan,52.0,2.1,18.9,1015.8,8.1,0
2024,septembre,28,31.8,49.0,3.7,20.5,1015.2,8.2,55
2024,septembre,29,27.2,58.2,0.0,20.7,1016.6,9.1,72
2024,septembre,30,28.1,54.0,1.1,15.5,1016.9,7.7,62
2024,octobre,1,20.5,66.9,0.4,10.5,1011.3,4.7,85
2024,octobre,2,20.2,nan,1.0,10.6,1017.0,4.3,0
2024,octobre,3,18.4,nan,7.4,nan,1011.7,4.4,0
2024,octobre,4,21.3,65.8,2.9,19.9,1016.3,6.3,71
2024,octobre,5,nan,56.3,nan,13.6,1017.6,5.7,0
2024,octobre,6,21.2,69.0,3.5,9.4,1021.2,3.8,78
2024,octobre,7,25.4,62.1,2.9,11.4,1012.5,4.5,78
2024,octobre,8,nan,nan,3.9,15.7,1016.3,4.3,0
2024,octobre,9,19.8,65.0,0.3,18.9,1016.8,nan,0
2024,octobre,10,17.6,54.5,3.4,17.3,nan,nan,0
2024,octobre,11,20.1,58.2,3.3,11.1,1015.3,4.0,78
2024,octobre,12,23.2,63.3,2.1,18.2,1016.6,4.1,78
2024,octobre,13,23.5,60.6,3.3,16.4,1014.8,4.1,78
2024,octobre,14,22.1,64.6,nan,12.0,1017.3,4.9,0
2024,octobre,15,20.2,59.5,2.6,11.5,1013.9,nan,0
2024,octobre,16,18.7,71.7,5.7,nan,1015.7,3.5,0
2024,octobre,17,17.6,60.3,7.1,20.6,1017.1,6.2,61
2024,octobre,18,nan,57.7,3.0,12.9,1018.7,5.4,0
2024,octobre,19,24.0,59.6,2.8,10.2,1016.7,5.8,71
2024,octobre,20,23.7,57.0,nan,3.8,1017.7,5.7,0
2024,octobre,21,20.8,nan,2.0,16.6,1020.6,4.5,0
2024,octobre,22,21.7,64.3,3.6,17.0,1017.4,8.9,65
2024,octobre,23,20.2,61.1,4.8,15.3,1012.8,nan,0
2024,octobre,24,26.6,61.4,4.5,18.9,1012.7,3.6,78
2024,octobre,25,22.8,53.7,4.6,15.7,1015.6,nan,0
2024,octobre,26,21.3,51.6,5.1,8.6,1018.8,4.7,78
2024,octobre,27,26.1,nan,5.7,15.0,1014.6,5.6,0
2024,octobre,28,18.8,63.2,1.1,22.8,1015.9,4.9,85
2024,octobre,29,21.0,69.5,3.6,7.0,nan,5.3,71
2024,octobre,30,24.0,51.1,3.7,18.2,1011.5,5.0,78
2024,octobre,31,24.7,57.4,2.0,18.4,nan,4.4,85
2024,novembre,1,17.5,62.9,6.4,20.8,1014.4,3.1,68
2024,novembre,2,16.1,69.6,2.1,19.4,1011.8,3.1,68
2024,novembre,3,21.0,70.5,3.4,10.0,nan,5.2,64
2024,novembre,4,16.5,73.1,4.2,26.4,1018.6,3.2,61
2024,novembre,5,nan,nan,4.4,16.9,1016.9,2.6,0
2024,novembre,6,21.0,74.1,3.1,15.0,1014.4,5.2,64
2024,novembre,7,nan,71.3,3.8,14.2,1018.3,4.4,0
2024,novembre,8,17.3,66.2,nan,11.3,1021.3,nan,0
2024,novembre,9,nan,nan,0.0,18.4,1012.0,nan,0
2024,novembre,10,15.3,80.1,4.1,12.0,1013.0,3.6,56
2024,novembre,11,11.0,71.1,4.4,15.7,1014.2,3.1,61
2024,novembre,12,nan,71.5,4.0,17.4,1023.7,nan,0
2024,novembre,13,17.0,nan,3.0,12.8,1014.3,3.2,0
2024,novembre,14,17.7,nan,4.4,12.7,1020.6,2.7,0
2024,novembre,15,21.6,64.4,nan,18.9,1018.3,1.8,0
2024,novembre,16,18.7,67.8,4.9,10.9,1015.3,3.8,78
2024,novembre,17,nan,75.2,3.3,nan,1019.6,3.6,0
2024,novembre,18,14.9,68.6,5.3,16.7,1018.0,1.0,68
2024,novembre,19,16.9,68.6,4.0,nan,1013.2,1.6,0
2024,novembre,20,16.1,75.8,2.4,17.4,1013.2,2.3,61
2024,novembre,21,13.4,61.4,4.6,15.0,nan,4.1,68
2024,novembre,22,24.2,63.6,5.0,9.4,1016.3,4.4,78
2024,novembre,23,18.6,66.3,4.7,19.9,1016.7,3.9,78
2024,novembre,24,14.5,71.8,nan,nan,1020.1,3.4,0
2024,novembre,25,12.1,79.6,1.2,21.5,nan,4.4,68
2024,novembre,26,20.9,64.2,5.9,14.8,1016.7,2.5,78
2024,novembre,27,nan,nan,4.5,16.3,1014.6,2.3,0
2024,novembre,28,13.6,74.1,3.4,15.9,nan,nan,0
2024,novembre,29,nan,nan,3.3,15.5,1015.4,2.1,0
2024,novembre,30,16.7,nan,6.6,20.3,1011.8,1.5,0
2024,decembre,1,16.5,74.1,7.5,16.9,1014.5,2.7,61
2024,decembre,2,13.0,77.7,3.4,21.1,nan,2.2,61
2024,decembre,3,16.3,nan,3.6,18.8,1024.9,3.6,0
2024,decembre,4,12.2,89.2,4.6,18.0,1020.2,0.0,56
2024,decembre,5,14.7,82.9,7.6,nan,1016.7,nan,0
2024,decembre,6,nan,74.2,5.0,8.9,nan,0.7,0
2024,decembre,7,nan,77.4,5.6,nan,1017.7,4.0,0
2024,decembre,8,14.8,81.1,4.9,23.7,1017.5,0.1,56
2024,decembre,9,13.3,75.0,4.6,17.5,1016.0,2.9,61
2024,decembre,10,nan,78.1,3.2,18.9,1019.1,1.5,0
2024,decembre,11,12.7,72.6,6.1,17.5,1016.6,1.8,61
2024,decembre,12,16.7,63.1,5.2,23.6,1020.4,1.8,68
2024,decembre,13,8.6,nan,5.2,26.7,1021.1,1.3,0
2024,decembre,14,nan,79.7,6.2,11.8,1016.9,2.2,0
2024,decembre,15,13.0,nan,5.4,19.8,nan,1.1,0
2024,decembre,16,14.5,74.5,nan,14.7,nan,2.4,0
2024,decembre,17,13.7,64.4,5.2,17.0,1015.9,3.0,68
2024,decembre,18,11.3,75.5,5.6,12.9,1017.6,2.1,61
2024,decembre,19,12.2,75.2,3.9,18.4,1016.9,1.6,61
2024,decembre,20,19.9,80.9,3.5,17.1,1019.3,nan,0
2024,decembre,21,14.9,76.6,3.8,21.9,1023.1,1.1,61
2024,decembre,22,nan,74.5,6.3,21.9,1019.8,1.3,0
2024,decembre,23,11.7,nan,nan,18.1,1022.6,2.4,0
2024,decembre,24,12.2,66.7,4.8,17.5,1020.9,1.7,68
2024,decembre,25,8.8,73.8,nan,19.4,1020.7,nan,0
2024,decembre,26,11.2,76.5,6.9,14.2,nan,0.6,61
2024,decembre,27,16.6,77.4,6.9,15.8,1022.8,1.1,61
2024,decembre,28,11.5,83.7,5.8,18.4,1019.9,nan,0
2024,decembre,29,14.1,82.8,nan,14.8,1017.5,1.4,0
2024,decembre,30,10.3,73.9,5.2,nan,1022.5,nan,0
2024,decembre,31,13.3,72.0,5.6,21.8,1018.5,2.1,61
2025,janvier,1,14.0,nan,4.0,23.7,1017.9,2.7,0
2025,janvier,2,9.9,72.2,6.1,nan,1018.6,2.3,0
2025,janvier,3,8.6,68.8,4.8,12.8,1025.6,2.0,58
2025,janvier,4,9.8,71.4,6.6,20.8,1021.3,2.9,51
2025,janvier,5,12.3,80.7,4.3,22.4,1023.2,2.4,56
2025,janvier,6,11.5,84.6,6.1,17.3,1021.2,0.9,56
2025,janvier,7,10.0,78.1,4.2,nan,1016.2,2.1,0
2025,janvier,8,8.9,71.1,nan,11.6,1018.3,2.5,0
2025,janvier,9,14.6,76.0,6.3,18.7,1019.8,1.2,61
2025,janvier,10,14.5,76.8,6.4,15.0,1019.9,2.4,61
2025,janvier,11,nan,74.4,3.7,26.5,1016.9,2.9,0
2025,janvier,12,8.2,78.2,5.4,21.1,1019.4,0.0,51
2025,janvier,13,11.7,70.4,1.5,17.7,1014.2,3.2,68
2025,janvier,14,8.9,77.6,6.3,12.1,1016.4,2.5,51
2025,janvier,15,12.9,66.9,nan,19.6,1016.0,1.2,0
2025,janvier,16,19.2,72.0,6.4,18.5,1018.8,2.1,71
2025,janvier,17,nan,83.8,7.9,nan,1016.8,nan,0
2025,janvier,18,11.1,71.8,4.0,16.6,1015.9,nan,0
2025,janvier,19,11.2,78.5,nan,23.1,1023.4,3.2,0
2025,janvier,20,8.8,77.1,nan,18.9,1019.3,1.0,0
2025,janvier,21,15.9,77.8,nan,14.7,1021.6,1.9,0
2025,janvier,22,13.7,71.0,4.4,16.6,1021.6,2.3,61
2025,janvier,23,9.8,72.9,nan,13.2,1013.0,4.2,0
2025,janvier,24,nan,74.7,2.2,18.1,1018.2,1.6,0
2025,janvier,25,10.6,70.8,4.0,11.1,1018.1,3.0,61
2025,janvier,26,9.3,78.8,4.1,15.0,1020.0,2.9,51
2025,janvier,27,16.6,69.7,7.4,18.6,nan,1.6,68
2025,janvier,28,15.4,79.0,3.1,nan,1017.9,nan,0
2025,janvier,29,11.7,73.9,3.9,20.0,1018.0,3.6,61
2025,janvier,30,9.5,79.7,0.6,21.7,nan,1.1,58
2025,janvier,31,7.3,76.6,5.0,nan,1019.3,2.0,0
2025,fevrier,1,11.1,72.8,3.8,33.6,1024.6,nan,0
2025,fevrier,2,13.1,77.6,1.9,14.8,1012.3,3.5,68
2025,fevrier,3,nan,72.9,0.4,23.1,1013.2,1.0,0
2025,fevrier,4,12.3,80.2,8.2,18.9,1023.9,4.3,56
2025,fevrier,5,14.0,76.1,3.0,19.8,1014.2,nan,0
2025,fevrier,6,14.0,63.3,3.4,22.3,1017.2,4.0,68
2025,fevrier,7,14.0,79.2,2.8,26.0,1016.1,1.1,61
2025,fevrier,8,15.6,71.1,1.0,21.9,1018.0,2.7,68
2025,fevrier,9,15.3,nan,1.9,16.5,nan,3.7,0
2025,fevrier,10,7.1,nan,4.2,18.6,1018.0,1.4,0
2025,fevrier,11,15.7,80.3,nan,nan,1016.8,3.2,0
2025,fevrier,12,16.6,72.4,5.5,6.2,1019.0,1.7,61
2025,fevrier,13,9.2,nan,5.9,16.4,1011.2,2.6,0
2025,fevrier,14,11.7,73.8,0.6,17.7,1021.9,3.3,68
2025,fevrier,15,12.4,69.8,6.2,14.8,1017.6,3.6,68
2025,fevrier,16,11.3,67.3,2.1,nan,1015.7,nan,0
2025,fevrier,17,10.6,73.4,2.9,24.2,1015.8,3.7,61
2025,fevrier,18,16.3,75.7,1.9,12.9,nan,nan,0
2025,fevrier,19,nan,74.7,2.5,23.0,nan,3.4,0
2025,fevrier,20,16.4,69.4,nan,15.3,1021.7,2.8,0
2025,fevrier,21,10.3,74.0,3.3,17.1,1011.8,1.8,61
2025,fevrier,22,15.2,68.6,2.1,19.1,1018.6,1.1,68
2025,fevrier,23,12.9,74.5,4.7,21.4,nan,3.9,61
2025,fevrier,24,11.1,76.4,nan,21.7,1014.7,2.8,0
2025,fevrier,25,11.0,nan,2.4,17.1,1016.7,nan,0
2025,fevrier,26,9.9,76.5,5.1,20.1,1022.8,1.9,51
2025,fevrier,27,14.0,70.7,3.8,15.5,1013.9,4.0,61
2025,fevrier,28,16.8,76.8,7.6,23.4,1024.3,4.5,61
2025,fevrier,29,10.7,80.4,nan,14.8,1012.6,2.8,0
2025,mars,1,16.7,74.4,2.5,18.0,1016.1,5.1,54
2025,mars,2,16.8,70.4,0.7,12.9,1010.1,nan,0
2025,mars,3,13.1,71.6,3.1,13.5,1012.4,3.9,61
2025,mars,4,15.5,71.5,4.6,11.7,1016.0,6.4,54
2025,mars,5,nan,61.6,5.3,15.9,1021.6,3.6,0
2025,mars,6,13.7,72.4,0.0,18.1,1015.2,nan,0
2025,mars,7,13.5,58.9,0.0,10.5,1017.3,2.2,75
